shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
AK-09,-6.5886,106.8049,49
AK-09,-6.5808,106.8067,50
AK-09,-6.5689,106.8091,51
AK-10,-6.5969,106.7937,0
AK-10,-6.5963,106.7915,1
AK-10,-6.5959,106.7897,2
AK-10,-6.5963,106.7915,3
AK-10,-6.5969,106.7937,4
AK-10,-6.5945,106.7946,5
AK-10,-6.5930,106.7973,6
AK-10,-6.5935,106.7984,7
AK-10,-6.592262,106.800814,8
AK-10,-6.592667,106.801806,9
AK-10,-6.5935,106.8029,10
AK-10,-6.5959,106.8044,11
AK-10,-6.6009,106.8052,12
AK-10,-6.6016,106.8047,13
AK-10,-6.601646,106.804329,14
AK-10,-6.6027,106.7999,15
AK-10,-6.6027,106.7996,16
AK-10,-6.6031,106.7988,17
AK-10,-6.6048,106.7997,18
AK-10,-6.6082,106.8025,19
AK-10,-6.6099,106.8045,20
AK-10,-6.6118,106.8065,21
AK-10,-6.6164,106.8103,22
AK-10,-6.6178,106.8120,23
AK-10,-6.6201,106.8145,24
AK-10,-6.6211,106.8159,25
AK-10,-6.6210,106.8163,26
AK-10,-6.6175,106.8150,27
AK-10,-6.6161,106.8145,28
AK-10,-6.6165,106.8177,29
AK-10,-6.6172,106.8186,30
AK-10,-6.6184,106.8195,31
AK-10,-6.6172,106.8186,32
AK-10,-6.6165,106.8177,33
AK-10,-6.6161,106.8145,34
AK-10,-6.6175,106.8150,35
AK-10,-6.6210,106.8163,36
AK-10,-6.6212,106.8164,37
AK-10,-6.6214,106.8162,38
AK-10,-6.6211,106.8159,39
AK-10,-6.6201,106.8145,40
AK-10,-6.6208,106.8124,41
AK-10,-6.6235,106.8123,42
AK-10,-6.6238,106.8101,43
AK-10,-6.6246,106.8099,44
AK-10,-6.6250,106.8093,45
AK-10,-6.6248,106.8091,46
AK-10,-6.6245,106.8089,47
AK-10,-6.6218,106.8086,48
AK-10,-6.6215,106.8079,49
AK-10,-6.6188,106.8069,50
AK-10,-6.6163,106.8045,51
AK-10,-6.6142,106.8034,52
AK-10,-6.6123,106.8021,53
AK-10,-6.611869,106.800971,54
AK-10,-6.6113,106.8000,55
AK-10,-6.6082,106.7964,56
AK-10,-6.6077,106.7949,57
AK-10,-6.6060,106.7954,58
AK-10,-6.6046,106.7965,59
AK-10,-6.6038,106.7961,60
AK-11,-6.6125,106.8130,0
AK-11,-6.6161,106.8145,1
AK-11,-6.6175,106.8150,2
AK-11,-6.6161,106.8145,3
AK-11,-6.6125,106.8130,4
AK-11,-6.6087,106.8105,5
AK-11,-6.6078,106.8099,6
AK-11,-6.6066,106.8087,7
AK-11,-6.6069,106.8080,8
AK-11,-6.6065,106.8074,9
AK-11,-6.6066,106.8067,10
AK-11,-6.6052,106.8058,11
AK-11,-6.6052,106.8051,12
AK-11,-6.601646,106.804329,13
AK-11,-6.6027,106.7999,14
AK-11,-6.6044,106.8002,15
AK-11,-6.6056,106.8018,16
AK-11,-6.6077,106.8035,17
AK-11,-6.6096,106.8048,18
AK-11,-6.6099,106.8045,19
AK-11,-6.6118,106.8065,20
AK-11,-6.6164,106.8103,21
AK-11,-6.6178,106.8120,22
AK-11,-6.6177,106.8123,23
AK-11,-6.6176,106.8133,24
AK-11,-6.6185,106.8153,25
AK-11,-6.6175,106.8150,26
AK-11,-6.6161,106.8145,27
AK-11,-6.6125,106.8130,28
AK-11,-6.6087,106.8105,29
AK-11,-6.6125,106.8130,30
AK-11,-6.6116,106.8149,31
AK-11,-6.6139,106.8169,32
AK-11,-6.6134,106.8173,33
AK-11,-6.6133,106.8179,34
AK-11,-6.6136,106.8182,35
AK-11,-6.6135,106.8187,36
AK-11,-6.6138,106.8188,37
AK-11,-6.6137,106.8193,38
AK-11,-6.6119,106.8188,39
AK-11,-6.6115,106.8198,40
AK-11,-6.6084,106.8194,41
AK-11,-6.6115,106.8198,42
AK-11,-6.6113,106.8204,43
AK-11,-6.6112,106.8211,44
AK-11,-6.6113,106.8204,45
AK-11,-6.6115,106.8198,46
AK-11,-6.6130,106.8201,47
AK-11,-6.6135,106.8207,48
AK-11,-6.6130,106.8201,49
AK-11,-6.6115,106.8198,50
AK-11,-6.6119,106.8188,51
AK-11,-6.6137,106.8193,52
AK-11,-6.6138,106.8188,53
AK-11,-6.6135,106.8187,54
AK-11,-6.6136,106.8182,55
AK-11,-6.6133,106.8179,56
AK-11,-6.6134,106.8173,57
AK-11,-6.6139,106.8169,58
AK-11,-6.6116,106.8149,59
AK-12,-6.5928,106.7924,0
AK-12,-6.5920,106.7925,1
AK-12,-6.5919,106.7971,2
AK-12,-6.590952,106.797097,3
AK-12,-6.588653,106.796967,4
AK-12,-6.5817,106.7968,5
AK-12,-6.5813,106.7965,6
AK-12,-6.582045,106.793232,7
AK-12,-6.5827,106.7931,8
AK-12,-6.5832,106.7915,9
AK-12,-6.5829,106.7877,10
AK-12,-6.5729,106.7880,11
AK-12,-6.5702,106.7877,12
AK-12,-6.5729,106.7880,13
AK-12,-6.5829,106.7877,14
AK-12,-6.5903,106.7877,15
AK-12,-6.5906,106.7906,16
AK-12,-6.5958,106.7895,17
AK-12,-6.5963,106.7915,18
AK-13,-6.6161,106.8145,0
AK-13,-6.6165,106.8177,1
AK-13,-6.6172,106.8186,2
AK-13,-6.6184,106.8195,3
AK-13,-6.618061,106.820295,4
AK-13,-6.624926,106.827982,5
AK-13,-6.627059,106.829010,6
AK-13,-6.624926,106.827982,7
AK-13,-6.622076,106.829696,8
AK-13,-6.618545,106.833810,9
AK-13,-6.613043,106.837166,10
AK-13,-6.605049,106.838754,11
AK-13,-6.613043,106.837166,12
AK-13,-6.618545,106.833810,13
AK-13,-6.622076,106.829696,14
AK-13,-6.624926,106.827982,15
AK-13,-6.618061,106.820295,16
AK-13,-6.6184,106.8195,17
AK-13,-6.6172,106.8186,18
AK-13,-6.6165,106.8177,19
AK-13,-6.6161,106.8145,20
AK-13,-6.6175,106.8150,21
AK-13,-6.6161,106.8145,22
AK-13,-6.6125,106.8130,23
AK-13,-6.6087,106.8105,24
AK-13,-6.6078,106.8099,25
AK-13,-6.6066,106.8087,26
AK-13,-6.6069,106.8080,27
AK-13,-6.6065,106.8074,28
AK-13,-6.6066,106.8067,29
